Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
3221,11-May-23,Communication Skills,Internal,Failed,Amymouth,Tracy Watson,4,628.77
3222,25-Sep-22,Communication Skills,Internal,Completed,East Charleneberg,Jeffrey Robinson,3,433.67
3223,14-Mar-23,Communication Skills,Internal,Incomplete,Darinmouth,Eric Lucas,4,158.97
3224,14-Sep-22,Project Management,External,Completed,Fosterhaven,Carolyn Ward,2,107.77
3225,26-Jul-23,Communication Skills,Internal,Completed,Leonardland,Wendy Jimenez,1,374.1
3226,01-Mar-23,Leadership Development,External,Incomplete,Sarahmouth,Yvette Myers,2,471.42
3227,05-Jan-23,Technical Skills,External,Incomplete,Figueroafort,John Ortiz,2,431.12
3228,09-Aug-22,Customer Service,External,Passed,Websterstad,Valerie Gonzalez,3,272.77
3229,30-Dec-22,Technical Skills,Internal,Incomplete,South Davidview,Charles Bender,3,757.48
3230,14-Oct-22,Project Management,External,Completed,East Vincentstad,Kyle Horton,5,466.81
3231,24-Oct-22,Customer Service,External,Failed,Port Timview,Alyssa Lowe,3,668.59
3232,27-Jun-23,Communication Skills,External,Failed,Danielleton,Brittany Davis,5,318.34
3233,28-Dec-22,Communication Skills,Internal,Incomplete,Tracyshire,Allison Brooks,2,403.42
3234,03-Nov-22,Leadership Development,Internal,Completed,South Katelyn,Lorraine Rodriguez,3,185.58
3235,08-Feb-23,Project Management,Internal,Failed,Murphyland,Mark Moore,3,667.23
3236,17-Dec-22,Communication Skills,Internal,Completed,Jonesview,Karen Whitehead,5,209.99
3237,12-Jun-23,Leadership Development,Internal,Failed,West Ryanside,Tiffany Barajas,5,114.81
3238,08-Feb-23,Project Management,External,Incomplete,Monicahaven,Alexander Tanner,2,964.12
3239,15-Oct-22,Leadership Development,External,Passed,Martinezside,Amber Williams,1,818.77
3240,15-Oct-22,Project Management,External,Passed,Carlosland,James Evans,3,801.31
3241,14-Oct-22,Communication Skills,Internal,Completed,Kennethport,Kevin Ramirez,5,674.84
3242,25-Oct-22,Communication Skills,Internal,Incomplete,New Ericberg,Tricia Nelson,2,364.55
3243,20-Sep-22,Technical Skills,Internal,Completed,Dominguezmouth,Amanda Olsen,1,174.03
3244,01-Dec-22,Communication Skills,Internal,Failed,Port Kimberlyshire,Ricky Thomas,4,816.37
3245,29-Apr-23,Project Management,External,Incomplete,New Kennethside,John Higgins,1,163.79
3246,31-Jan-23,Technical Skills,Internal,Failed,Seanstad,Jessica Crawford,1,325.19
3247,26-Feb-23,Communication Skills,Internal,Completed,West Brianborough,Monique Howard,1,834.12
3248,28-Jan-23,Customer Service,External,Completed,Jacksonshire,Jessica Miller,2,222.11
3249,08-Mar-23,Communication Skills,Internal,Failed,Nelsonside,Beth Kennedy,4,875.83
3250,06-Feb-23,Communication Skills,External,Completed,Moodyborough,Amanda Black,1,232.39
3251,25-Nov-22,Leadership Development,Internal,Completed,Castanedaville,Roberto Stone,4,719.24
3252,08-Nov-22,Communication Skills,Internal,Incomplete,Port Loriport,Lynn Nielsen,5,102.7
3253,21-Apr-23,Communication Skills,External,Failed,Heatherstad,Matthew Bennett,2,869.46
3254,09-May-23,Leadership Development,External,Failed,Port Dillon,Richard Martin,2,823.95
3255,07-Aug-22,Leadership Development,External,Incomplete,West Erin,Amber Pope,3,975.75
3256,01-Apr-23,Customer Service,External,Failed,Stoneborough,Jeffrey Gutierrez,4,202.81
3257,24-Jun-23,Project Management,External,Completed,North Michellefort,Molly Gutierrez,3,309.86
3258,16-Jul-23,Leadership Development,Internal,Completed,South Laura,William Bowman,2,909.73
3259,11-Jan-23,Project Management,Internal,Failed,Jeffreytown,Beth Lopez,5,577.84
3260,03-Dec-22,Customer Service,External,Failed,Mooreland,Debbie Mccormick,2,681.18
3261,17-Apr-23,Project Management,External,Failed,Scottmouth,Sharon Mcconnell,3,253.14
3262,10-May-23,Communication Skills,Internal,Passed,New Joshuamouth,Ian Brown,4,959.73
3263,11-Apr-23,Project Management,Internal,Passed,Jonathanstad,Patricia Boone,5,320.26
3264,01-Sep-22,Leadership Development,Internal,Failed,Stephentown,Joe Garcia,4,506.18
3265,07-Dec-22,Customer Service,External,Failed,Fergusonmouth,Taylor Bradley,1,721.96
3266,17-Nov-22,Project Management,External,Incomplete,East Bridget,Michael Mercado,5,157.85
3267,27-Oct-22,Communication Skills,External,Incomplete,East Rebekah,Brittany Trevino,1,980.78
3268,24-Jun-23,Project Management,Internal,Failed,Daleland,Kelly Miller,5,988.08
3269,11-Apr-23,Customer Service,Internal,Passed,West Shirley,Anna Clark,1,322.45
3270,13-Oct-22,Leadership Development,External,Passed,Stonehaven,Ronald Jones,1,147.59
3271,15-Mar-23,Technical Skills,External,Passed,South Brittanyhaven,Robin Christensen,3,747.02
3272,30-Jan-23,Leadership Development,External,Passed,Haileybury,Julia George,2,419.09
3273,04-Nov-22,Technical Skills,Internal,Passed,Port Jessica,Justin Reynolds,3,484.19
3274,07-Dec-22,Customer Service,External,Failed,Millerview,Shelby Welch,3,293.34
3275,28-Nov-22,Technical Skills,Internal,Incomplete,Morrisfurt,Brittney Lowe,3,942.66
3276,15-Aug-22,Project Management,External,Completed,West Deannafurt,Benjamin Pittman,3,826.54
3277,14-Mar-23,Project Management,Internal,Passed,South Felicia,Christine Adams,1,997.87
3278,15-Mar-23,Leadership Development,Internal,Failed,Tonyachester,Angela Murphy,3,855.9
3279,30-Oct-22,Technical Skills,Internal,Incomplete,Frankland,Teresa Morris,4,518.24
3280,24-Sep-22,Project Management,External,Incomplete,South Connieborough,Tiffany Franco DVM,3,580.09
3281,23-Jan-23,Project Management,Internal,Passed,South Shelbyfurt,Tara Brown,3,104.8
3282,09-May-23,Project Management,External,Failed,Nguyentown,Michelle Salas,2,939.86
3283,03-Mar-23,Communication Skills,Internal,Incomplete,Marissachester,Jennifer Myers,2,353.7
3284,20-Oct-22,Technical Skills,External,Incomplete,Loritown,Mark Lloyd,5,538.22
3285,07-May-23,Project Management,External,Incomplete,Lake Michaelhaven,Kimberly Fisher,2,698.54
3286,16-May-23,Project Management,External,Completed,West Frankside,Christopher Dudley,1,692.96
3287,18-Aug-22,Project Management,Internal,Incomplete,Paulport,Becky James,3,997.37
3288,15-Dec-22,Customer Service,Internal,Failed,South Patricia,Shawn Glass,1,523.79
3289,31-Mar-23,Customer Service,Internal,Completed,Riggsstad,Daniel Ross,5,923.23
3290,24-Jan-23,Customer Service,External,Completed,Davisberg,Michael Howard,5,406.19
3291,02-Oct-22,Technical Skills,Internal,Completed,East Ashley,Pedro Elliott,2,394.74
3292,03-Jan-23,Leadership Development,Internal,Passed,Lake Ronaldfort,Timothy Walker,5,237.3
3293,19-Jan-23,Leadership Development,Internal,Incomplete,Mirandamouth,Tanya Avila,2,261.25
3294,09-Jul-23,Communication Skills,External,Incomplete,South William,Linda Serrano,3,582.07
3295,04-Oct-22,Leadership Development,Internal,Passed,Jeffersonville,Anna Raymond,4,286.88
3296,17-Jul-23,Communication Skills,Internal,Passed,New Ernest,William Davis,2,602.7
3297,11-May-23,Communication Skills,External,Incomplete,Lake Danny,Alexandra Garcia,1,440.54
3298,15-Apr-23,Customer Service,Internal,Completed,Millerburgh,Michael Smith,1,549.56
3299,02-Apr-23,Leadership Development,Internal,Incomplete,North Brian,Danielle Santiago,4,721.03
3300,24-Apr-23,Leadership Development,External,Incomplete,Port Gregory,Shannon Knight,2,897.32
3301,03-Feb-23,Customer Service,Internal,Incomplete,North Christopherberg,Sean Joyce,1,443.13
3302,16-Mar-23,Communication Skills,External,Incomplete,Andreton,Scott Miranda,4,584.29
3303,19-Jul-23,Customer Service,Internal,Incomplete,Lake Dustin,Cheryl Watts,2,249.76
3304,15-Jun-23,Communication Skills,External,Incomplete,North Kevinburgh,Susan Nelson,2,123.32
3305,01-Dec-22,Project Management,Internal,Completed,North Charles,Nathaniel Thomas,1,149.24
3306,13-Jan-23,Project Management,External,Incomplete,East Derek,Stacy Diaz,3,267.72
3307,28-Jan-23,Leadership Development,Internal,Passed,Knightview,James Benton,5,837.16
3308,05-Apr-23,Project Management,Internal,Passed,Port Joeville,Joanna Rivers PhD,4,864.47
3309,15-Sep-22,Customer Service,External,Completed,New Scottborough,Sean Sanchez,3,547.86
3310,22-Jul-23,Project Management,External,Incomplete,West Vincent,Thomas Ray,3,514.23
3311,10-Dec-22,Communication Skills,Internal,Passed,Benjaminchester,Antonio Cox,3,773.82
3312,11-Nov-22,Communication Skills,Internal,Failed,New Adamborough,Christopher Ramirez,4,760.81
3313,30-Mar-23,Technical Skills,Internal,Failed,Port Brittany,Jeffrey Higgins,1,705.95
3314,10-Jun-23,Customer Service,External,Incomplete,Wongville,Emma Moran,2,651.52
3315,03-Feb-23,Leadership Development,Internal,Incomplete,Tonyamouth,Stephanie Obrien,1,976.59
3316,17-Aug-22,Communication Skills,Internal,Failed,Riveramouth,Mary Gibson,1,780.12
3317,20-Dec-22,Customer Service,External,Passed,Port Robert,Stephanie Edwards,1,870.15
3318,16-Sep-22,Leadership Development,Internal,Incomplete,North Taylorfurt,Lisa Hill,2,728.28
3319,27-Jun-23,Technical Skills,Internal,Completed,Ramirezland,Maurice Rivera,2,141.88
3320,16-Oct-22,Project Management,Internal,Completed,Cynthiaview,Brittany Rodriguez,3,678.77
3321,23-Aug-22,Project Management,Internal,Passed,New Morganshire,Cynthia Bailey,1,134.05
3322,11-May-23,Communication Skills,External,Failed,South Davidtown,Dr. Derek Shaffer,5,371.76
3323,27-Sep-22,Communication Skills,External,Incomplete,South Johnside,Bradley Garcia,5,967.51
3324,16-Jun-23,Technical Skills,External,Failed,East Lauraton,Keith Smith,3,468.78
3325,17-Apr-23,Technical Skills,External,Completed,South William,William Hernandez,4,747.42
3326,06-Nov-22,Project Management,Internal,Completed,Floydview,Michael Bell,3,115.27
3327,04-Jun-23,Customer Service,Internal,Incomplete,Karihaven,Ariel Hicks,3,454.55
3328,26-Nov-22,Technical Skills,Internal,Failed,South Christopher,John Faulkner,1,391.22
3329,21-Dec-22,Customer Service,External,Incomplete,Galvanville,Anthony Burton,3,845.51
3330,22-Apr-23,Project Management,External,Incomplete,Greenfort,Manuel Byrd,2,713.22
3331,11-Aug-22,Communication Skills,Internal,Passed,Franklinfurt,Angela Mitchell,2,242.55
3332,09-Feb-23,Technical Skills,Internal,Completed,New Kevintown,Heather Hoover,5,385.68
3333,05-Jan-23,Customer Service,Internal,Passed,Walkerport,Teresa Rogers,4,995.4
3334,23-Oct-22,Project Management,External,Completed,Lake Bradley,Lauren Brown,5,583.4
3335,17-Mar-23,Project Management,Internal,Incomplete,North Rebecca,Linda Cunningham,5,388.61
3336,02-Apr-23,Leadership Development,Internal,Incomplete,Estradamouth,Stacey Anderson,4,290.13
3337,28-Apr-23,Customer Service,Internal,Failed,Brianbury,Christopher Warren,3,933.76
3338,23-Jun-23,Project Management,External,Incomplete,Avilafurt,Michael Hill,3,796.62
3339,02-Feb-23,Customer Service,External,Failed,North Jamesburgh,James Mclean,4,986.69
3340,09-Jul-23,Technical Skills,External,Failed,Hollyfort,Jeremy Paul,4,965.82
3341,19-Jul-23,Technical Skills,Internal,Failed,South John,Krista Estrada,1,933.59
3342,15-Nov-22,Leadership Development,Internal,Failed,Clarkville,Guy Cuevas,4,583.66
3343,05-Jul-23,Technical Skills,External,Failed,Lauramouth,Matthew Patterson,2,819.62
3344,20-Nov-22,Communication Skills,Internal,Failed,West Todd,Michael Schultz,5,925
3345,28-Dec-22,Project Management,External,Incomplete,Alexishaven,Julia Hernandez,5,127.93
3346,27-Oct-22,Leadership Development,Internal,Incomplete,Johnsonberg,Elizabeth Lopez,1,608.47
3347,24-Jan-23,Technical Skills,External,Incomplete,East Vicki,Theresa Martin,1,501.92
3348,29-Apr-23,Project Management,Internal,Passed,Kennethtown,Colton Knight,2,922.33
3349,31-Aug-22,Project Management,Internal,Incomplete,West Garyburgh,Kimberly Ross,5,306.01
3350,30-Sep-22,Project Management,Internal,Passed,Lake Elizabeth,Steven Smith,2,963.95
3351,17-Feb-23,Communication Skills,External,Incomplete,North Sabrina,Nicole Hernandez,1,388.02
3352,26-Apr-23,Project Management,Internal,Failed,Kyletown,Sandra Rodriguez,1,140.61
3353,14-Mar-23,Project Management,External,Incomplete,Katherinestad,Lee Holt,3,749.47
3354,19-Nov-22,Communication Skills,Internal,Incomplete,South Elizabeth,Sarah Ramirez,5,503.22
3355,14-Jun-23,Leadership Development,Internal,Passed,Kristamouth,Jimmy Day,4,492.21
3356,08-Aug-22,Leadership Development,External,Completed,East Nicholefurt,Nicole Rodgers,5,890.94
3357,12-Jul-23,Technical Skills,Internal,Failed,Lake Jeffreyberg,Justin Henson,2,621.3
3358,28-Aug-22,Customer Service,External,Failed,South Melissa,Eric Webb,5,806.4
3359,13-Apr-23,Project Management,External,Passed,Port Janice,Meghan Romero,5,886.07
3360,14-Dec-22,Customer Service,External,Passed,Harrisport,Robert George,3,740.89
3361,14-Nov-22,Communication Skills,External,Passed,North Johnnyberg,Brittany Gutierrez,1,921.81
3362,31-Jul-23,Customer Service,Internal,Passed,North Katherineberg,Samantha Chase MD,2,348.84
3363,22-May-23,Customer Service,External,Completed,East Diane,Steven Wood,2,826.15
3364,01-Dec-22,Leadership Development,Internal,Completed,Keyfurt,Angela Clark,1,205.35
3365,23-Aug-22,Communication Skills,External,Incomplete,Nathanton,Robert Blanchard,1,349.86
3366,20-Sep-22,Project Management,External,Passed,New Karahaven,Kenneth Ferguson,1,546.47
3367,09-Jun-23,Leadership Development,Internal,Passed,West Lisabury,Richard Jones,2,448.21
3368,28-Nov-22,Leadership Development,Internal,Incomplete,West Kelly,Donna Webster MD,5,970.35
3369,01-Oct-22,Project Management,Internal,Completed,Hicksland,Zachary Ferrell,5,152.86
3370,06-Jun-23,Customer Service,External,Completed,Mosleyland,Scott Gordon,2,264.88
3371,01-Dec-22,Communication Skills,Internal,Passed,Spencerstad,Matthew Rios,2,210.15
3372,05-May-23,Technical Skills,External,Passed,West Ellentown,Christopher Johnson,4,627.18
3373,29-Dec-22,Customer Service,External,Incomplete,North Dominique,Jonathan Flores,1,575.42
3374,27-Nov-22,Communication Skills,Internal,Completed,Gabrielleport,Laura Cowan,4,123.64
3375,30-Jun-23,Technical Skills,Internal,Failed,North Michaelborough,Anna Franklin,1,655.61
3376,20-Feb-23,Project Management,External,Incomplete,South Travishaven,Linda Lee,4,410.54
3377,24-Oct-22,Communication Skills,Internal,Completed,New Ryan,Luis Greer,2,485.17
3378,08-Jul-23,Technical Skills,External,Passed,Port Ashleymouth,Thomas Jensen,1,731.18
3379,12-Jan-23,Technical Skills,Internal,Failed,Joannaview,Craig Sullivan,3,849.25
3380,26-Oct-22,Technical Skills,Internal,Incomplete,South Peterberg,Daniel Mendez,1,399.81
3381,30-Aug-22,Customer Service,Internal,Incomplete,Lorifurt,Benjamin Cooley,4,604.06
3382,14-Apr-23,Project Management,Internal,Failed,Jenniferbury,Thomas Smith,2,815.35
3383,16-Nov-22,Leadership Development,Internal,Failed,Amybury,Kevin Reyes,4,750.79
3384,19-Nov-22,Leadership Development,Internal,Passed,Kochtown,Randall Little,1,981.44
3385,10-Feb-23,Technical Skills,External,Failed,Port Michael,Julie Allen,5,553.4
3386,26-Aug-22,Leadership Development,External,Incomplete,Savageborough,Laura Sharp,1,348.3
3387,16-Oct-22,Technical Skills,Internal,Completed,South Maureenview,Mrs. Crystal White DVM,3,912.09
3388,03-Nov-22,Leadership Development,External,Failed,Kennethborough,Kelly Castaneda,2,278.04
3389,18-Oct-22,Project Management,External,Completed,Ramostown,Jordan Williams,5,812.22
3390,06-Nov-22,Leadership Development,Internal,Failed,Davismouth,Dwayne Allen,3,765.2
3391,01-Apr-23,Communication Skills,Internal,Incomplete,Johnborough,Kevin Robinson,2,374.13
3392,23-Jan-23,Technical Skills,External,Completed,New Julieshire,Randy Dixon,3,319.39
3393,30-Jul-23,Leadership Development,External,Passed,Robinsonshire,Katie Davis,5,538.8
3394,12-Sep-22,Leadership Development,External,Incomplete,Port Connie,Timothy Osborne,3,845.75
3395,24-Aug-22,Communication Skills,Internal,Failed,Port John,Thomas Lee,3,745.69
3396,15-Apr-23,Leadership Development,External,Passed,Lake Susan,Jessica Greer,4,743.92
3397,05-Oct-22,Project Management,Internal,Incomplete,West Juan,Patrick Soto,2,826.58
3398,24-Aug-22,Project Management,External,Passed,New Jennifer,Sherri Robertson,2,155.61
3399,01-Dec-22,Leadership Development,External,Failed,Jennafort,Allison Brown,3,898.26
3400,21-Jul-23,Leadership Development,External,Passed,North Connortown,Veronica Knapp,1,639.06
3401,25-Apr-23,Project Management,Internal,Passed,New Michellestad,James Owens,5,605.29
3402,05-Jul-23,Customer Service,External,Incomplete,Kellychester,Judy Barajas,2,783.25
3403,08-Jun-23,Communication Skills,External,Completed,Turnermouth,Justin Johnson,5,406.68
3404,10-Apr-23,Customer Service,Internal,Incomplete,North Kelly,Autumn Mcneil,4,518.46
3405,05-Apr-23,Customer Service,External,Completed,Kellermouth,William Davenport,1,397.18
3406,27-Apr-23,Customer Service,Internal,Incomplete,New Roberthaven,Stephanie Scott,1,538.94
3407,06-Feb-23,Leadership Development,External,Incomplete,West Mark,George Boone,1,501.87
3408,13-Aug-22,Leadership Development,External,Failed,South Anthonyfort,Jillian Rodriguez,5,877.62
3409,27-Jul-23,Technical Skills,Internal,Failed,Johnsonfort,April Howell,2,575.11
3410,05-Mar-23,Leadership Development,External,Failed,Williamsmouth,Willie Smith,2,729.76
3411,31-May-23,Customer Service,Internal,Incomplete,Jasonchester,James Johnson,5,961.53
3412,07-Oct-22,Leadership Development,External,Incomplete,Millerbury,Michael Bailey,2,966.67
3413,20-Mar-23,Customer Service,External,Passed,South Angela,Adam Sanford,5,394.1
3414,23-Jul-23,Project Management,External,Incomplete,East Adam,Eric Vaughn,2,616.09
3415,16-Sep-22,Leadership Development,Internal,Completed,Fredericktown,Laura Hanson,4,103.35
3416,18-Feb-23,Leadership Development,External,Incomplete,Vaughnchester,Chad Gutierrez,5,488.05
3417,10-Mar-23,Project Management,External,Incomplete,Perrytown,Justin Stone,5,906.21
3418,15-Jun-23,Technical Skills,Internal,Completed,Christinaburgh,Kenneth Parker,4,397.08
3419,18-May-23,Project Management,External,Passed,South Davidfort,Joan Reeves,3,999.72
3420,15-Dec-22,Project Management,External,Passed,North Christophermouth,Jeremy Andrews,2,489.02
3421,22-Jan-23,Customer Service,External,Passed,Greeneside,Martin Ross,1,786.71
3422,13-Mar-23,Communication Skills,Internal,Failed,Alyssaview,Paul Davis,1,707.96
3423,14-Oct-22,Technical Skills,External,Completed,Kramerbury,David Matthews,1,439.65
3424,18-Aug-22,Project Management,Internal,Completed,Lozanoburgh,Julie Bell,5,981.13
3425,19-May-23,Technical Skills,External,Completed,Hughesburgh,Paige Figueroa,3,184.27
3426,02-May-23,Leadership Development,Internal,Failed,North Joshuatown,Joel Brooks,5,675.37
3427,15-Jul-23,Leadership Development,Internal,Failed,South Marisa,Taylor Rodriguez,2,606.11
3428,12-Sep-22,Customer Service,External,Incomplete,Tammieville,Kelly Patterson DDS,4,673.02
3429,13-Aug-22,Leadership Development,External,Failed,East Roberthaven,Taylor Thomas,2,413.28
3430,15-Dec-22,Project Management,External,Completed,Garzatown,Holly Elliott,3,663.78
3431,13-Jul-23,Technical Skills,External,Failed,Lake Meganville,Donald Martinez,5,399.03
3432,18-Apr-23,Project Management,Internal,Passed,Kingchester,Holly Sloan,2,820.33
3433,06-Aug-22,Customer Service,External,Passed,Lancehaven,David Stewart,5,295.08
3434,07-Oct-22,Leadership Development,Internal,Passed,Jeremyshire,Stephanie Garza,3,790.15
3435,19-Jul-23,Customer Service,Internal,Passed,West Randall,John Brown,3,798.4
3436,09-Apr-23,Leadership Development,Internal,Failed,Nicolebury,Megan Wilson,5,192.61
3437,20-Oct-22,Technical Skills,Internal,Failed,Jenniferhaven,Mrs. Valerie Brown,1,455.68
3438,05-Oct-22,Technical Skills,Internal,Failed,Nunezmouth,Sharon Flores DDS,2,208.17
3439,09-Mar-23,Technical Skills,External,Incomplete,Port Margaretview,Kimberly Garcia,1,421.07
3440,29-May-23,Communication Skills,External,Failed,Nancyview,Christopher Underwood,1,649.03
3441,08-Jan-23,Project Management,Internal,Passed,Carrollside,Robert Kane,4,450.2
3442,06-Mar-23,Project Management,External,Failed,Port Davidshire,Victoria Berry,4,286.87
3443,18-Feb-23,Technical Skills,External,Failed,East Katie,Gary Thornton,3,402.13
3444,02-Nov-22,Technical Skills,External,Failed,Jacobburgh,William Willis,2,388.84
3445,14-Jul-23,Project Management,External,Completed,Ryanmouth,Andre Wu,2,879.64
3446,11-Dec-22,Technical Skills,Internal,Failed,South John,Olivia Holland,5,701.13
3447,02-Apr-23,Customer Service,Internal,Incomplete,Kristenton,Kimberly Doyle,3,353.21
3448,16-May-23,Communication Skills,Internal,Completed,West Jamesview,Lindsay Williams,4,911.05
3449,02-Oct-22,Communication Skills,External,Completed,Josebury,Joseph Faulkner,3,242.21
3450,12-Jan-23,Technical Skills,Internal,Completed,South Benjaminfurt,Laura Davis,4,186.07
3451,22-Mar-23,Technical Skills,External,Completed,Duncanview,Betty Williams,1,921.97
3452,13-Sep-22,Customer Service,Internal,Failed,Lake Jonathan,Daniel Miller,1,691.04
3453,25-Aug-22,Customer Service,External,Completed,Port Jamesshire,Samantha Hodge,5,964.44
3454,07-Feb-23,Communication Skills,Internal,Passed,West Brandon,Jonathan Brady,3,184.9
3455,17-Mar-23,Project Management,External,Passed,Wadefurt,Timothy Moreno,1,220.41
3456,08-Jun-23,Technical Skills,External,Passed,East Aaron,Morgan Wright,2,336.82
3457,15-Apr-23,Customer Service,External,Completed,Williamsbury,Jeremy Garcia,4,485.73
3458,02-Dec-22,Communication Skills,Internal,Failed,North Deborahville,Joseph Ward,2,409.27
3459,14-Jun-23,Communication Skills,Internal,Passed,Chapmanbury,Joseph Thomas,4,168.32
3460,08-Jul-23,Communication Skills,External,Incomplete,Paulashire,Willie Hernandez,5,919.52
3461,05-Jan-23,Technical Skills,External,Completed,Taylorland,Micheal Munoz,2,948.43
3462,19-Jul-23,Project Management,External,Completed,Erinville,Stacey Esparza,1,320.01
3463,29-Aug-22,Technical Skills,Internal,Incomplete,Harperchester,Heather Edwards,4,926.19
3464,13-Nov-22,Customer Service,External,Passed,Trevorside,Michaela Wright,2,290.47
3465,04-Jun-23,Communication Skills,External,Incomplete,Port Alexaborough,Trevor Perry,1,706.1
3466,07-Dec-22,Customer Service,External,Passed,West Angelaside,Erika Jackson,3,447.66
3467,24-Feb-23,Technical Skills,Internal,Incomplete,Mariabury,Regina Robinson,1,759.7
3468,10-May-23,Customer Service,Internal,Completed,Patelport,Michael Garcia,3,180.63
3469,15-Aug-22,Communication Skills,Internal,Failed,North Jeanetteville,Lisa Barnes,2,552.54
3470,26-Sep-22,Project Management,External,Passed,New Molly,Katie Wong MD,1,986.96
3471,23-Mar-23,Customer Service,External,Passed,West Jonathan,Frank Joyce,3,109.98
3472,12-Feb-23,Technical Skills,External,Completed,Port Karatown,Matthew Meyer,5,537.24
3473,06-Dec-22,Communication Skills,External,Failed,Wagnertown,Frank Harris,5,789.99
3474,01-Sep-22,Customer Service,External,Incomplete,New Michaelport,Justin Rodriguez,5,155.51
3475,02-Nov-22,Customer Service,Internal,Passed,South Taylorfurt,Jenna Sherman,2,648.76
3476,18-Nov-22,Leadership Development,Internal,Incomplete,Stephanieshire,Dr. Margaret Allen,4,533.5
3477,07-Nov-22,Leadership Development,External,Failed,New Cynthia,Kristin Terry,5,429.48
3478,05-Oct-22,Technical Skills,External,Incomplete,Port Matthew,Daniel Solomon,1,526.74
3479,18-Jan-23,Communication Skills,Internal,Passed,Stephanieburgh,Michael Dixon,3,443.45
3480,02-Mar-23,Leadership Development,External,Failed,North Amyfurt,Robert Hill,1,887.15
3481,29-May-23,Technical Skills,External,Incomplete,East Charleston,Glenda Ryan,5,758.95
3482,03-Mar-23,Technical Skills,Internal,Failed,Saraland,Jennifer Brown,1,627.11
3483,10-Aug-22,Project Management,External,Passed,Manuelfort,Cody Adams,4,111.96
3484,27-Jun-23,Project Management,External,Passed,Johnsonport,Justin Barton,1,795.7
3485,07-Aug-22,Customer Service,Internal,Passed,Port Bradley,Michael Chase,2,796.45
3486,23-Jul-23,Project Management,Internal,Completed,Lake Angelafort,Daniel Jones,5,812.59
3487,17-Jul-23,Project Management,External,Completed,Lake Lindsayton,Duane Trevino,5,132.97
3488,20-Sep-22,Communication Skills,Internal,Completed,West Cynthia,Terrence Hopkins,1,308.19
3489,02-Jul-23,Project Management,Internal,Passed,Isabelchester,Brittany Savage,1,131.41
3490,19-Jul-23,Technical Skills,Internal,Failed,Lake Robertberg,Samantha Williams,3,389.59
3491,14-Jul-23,Project Management,Internal,Incomplete,Petersville,Stephen Blair,3,442.56
3492,06-Sep-22,Project Management,Internal,Incomplete,Christinahaven,Amanda Greene,3,327.66
3493,19-Feb-23,Project Management,Internal,Completed,Joelmouth,Cathy Fleming,3,400.95
3494,11-Feb-23,Technical Skills,Internal,Completed,Victoriahaven,James Perez,2,910.45
3495,21-Dec-22,Customer Service,External,Passed,Port Andrew,Christian Higgins,1,701.55
3496,16-Feb-23,Project Management,Internal,Incomplete,Port Ashleybury,Monica Keller,1,806.87
3497,11-Mar-23,Communication Skills,Internal,Completed,Kelseyborough,Sydney Johnson,2,184.21
3498,30-May-23,Project Management,External,Failed,Yorkport,Amy Clark,1,208.43
3499,30-Jan-23,Technical Skills,Internal,Incomplete,East Bradley,Angela Lee,2,762.45
3500,15-Jun-23,Leadership Development,External,Incomplete,Smithchester,Larry Morales,4,779.79
3501,09-Jun-23,Project Management,External,Passed,South Kaylachester,Troy Adams,3,135.95
3502,03-Jan-23,Customer Service,External,Incomplete,East Karlton,Bryan Kennedy PhD,3,427.12
3503,20-Feb-23,Technical Skills,Internal,Completed,East Brandonview,Lisa Shelton,4,996.35
3504,02-Jun-23,Communication Skills,Internal,Completed,Brittneyside,Linda Pena,5,963.23
3505,13-Sep-22,Leadership Development,Internal,Failed,West Jamesburgh,Sophia Roberts,5,260.97
3506,21-May-23,Leadership Development,Internal,Completed,Deleonport,Jonathan Peterson,1,781.81
3507,25-May-23,Project Management,Internal,Passed,Loriberg,Michael Copeland,4,651.77
3508,04-Apr-23,Communication Skills,External,Completed,South Michael,Ashley Contreras,1,568.22
3509,04-Mar-23,Leadership Development,External,Completed,Diamondchester,William Smith,4,612.1
3510,27-Oct-22,Technical Skills,External,Completed,Stevensside,Donna Diaz,4,473.23
3511,07-Apr-23,Technical Skills,Internal,Completed,Anthonyville,Juan Peck,3,344.44
3512,25-Nov-22,Communication Skills,Internal,Failed,Bryantport,Sharon Miller,2,206.44
3513,03-Jun-23,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599
3514,21-Feb-23,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46
3515,04-Feb-23,Customer Service,Internal,Completed,West Keith,Elizabeth Cook,1,143.96
3516,22-Jun-23,Technical Skills,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42
3517,17-Sep-22,Technical Skills,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31
3518,27-Jun-23,Customer Service,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58
3519,11-Dec-22,Leadership Development,External,Incomplete,Deborahshire,Patrick Reeves,4,930.69
3520,11-Sep-22,Customer Service,External,Incomplete,North Anthonybury,Robin Sims,1,607.93
3521,28-Feb-23,Communication Skills,Internal,Incomplete,West Travis,Lindsay Matthews,5,723.5
3522,05-May-23,Communication Skills,External,Completed,Gonzalesberg,Joe Gonzalez,5,394.04
